word,n_morph
антиамериканизм,5
антиамериканский,5
антибактериальный,4
антибиотик,5
антибиотикоустойчивость,10
антибиотикоустойчивый,9
антибиотический,6
антибольшевизм,5
антибюрократический,4
антивещество,3
антивибратор,4
антивибрационный,5
антивирус,3
антивоенный,4
антиген,3
антигенный,4
антигерой,3
антигигиенический,4
антигосударственный,4
антигуманистический,5
антигуманный,4
антидактиль,3
